p,q,midpoint,mid_mod37,mid_dr,chi_p,chi_q,chi_mid
49409,49411,49410,15,9,-1,1,0
49529,49531,49530,24,3,-1,1,0
49547,49549,49548,5,3,-1,1,0
49667,49669,49668,14,6,-1,1,0
49739,49741,49740,12,6,-1,1,0
49787,49789,49788,23,9,-1,1,0
49919,49921,49920,7,6,-1,1,0
49937,49939,49938,25,6,-1,1,0
49991,49993,49992,5,6,-1,1,0
50021,50023,50022,35,9,-1,1,0
50051,50053,50052,28,3,-1,1,0
50129,50131,50130,32,9,-1,1,0
50261,50263,50262,16,6,-1,1,0
50459,50461,50460,29,6,-1,1,0
50549,50551,50550,8,6,-1,1,0
50591,50593,50592,13,3,-1,1,0
50891,50893,50892,17,6,-1,1,0
50969,50971,50970,21,3,-1,1,0
51059,51061,51060,0,3,-1,1,0
51131,51133,51132,35,3,-1,1,0
51197,51199,51198,27,6,-1,1,0
51239,51241,51240,32,3,-1,1,0
51341,51343,51342,23,6,-1,1,0
51347,51349,51348,29,3,-1,1,0
51419,51421,51420,27,3,-1,1,0
51437,51439,51438,8,3,-1,1,0
51479,51481,51480,13,9,-1,1,0
51719,51721,51720,31,6,-1,1,0
51767,51769,51768,5,9,-1,1,0
51827,51829,51828,28,6,-1,1,0
51869,51871,51870,33,3,-1,1,0
51971,51973,51972,24,6,-1,1,0
52067,52069,52068,9,3,-1,1,0
52181,52183,52182,12,9,-1,1,0
52289,52291,52290,9,9,-1,1,0
52361,52363,52362,7,9,-1,1,0
52541,52543,52542,2,9,-1,1,0
52709,52711,52710,22,6,-1,1,0
52859,52861,52860,24,3,-1,1,0
52901,52903,52902,29,9,-1,1,0
53087,53089,53088,30,6,-1,1,0
53147,53149,53148,16,3,-1,1,0
53171,53173,53172,3,9,-1,1,0
53231,53233,53232,26,6,-1,1,0
53267,53269,53268,25,6,-1,1,0
53279,53281,53280,0,9,-1,1,0
53549,53551,53550,11,9,-1,1,0
53591,53593,53592,16,6,-1,1,0
53609,53611,53610,34,6,-1,1,0
53717,53719,53718,31,6,-1,1,0
53897,53899,53898,26,6,-1,1,0
54011,54013,54012,29,3,-1,1,0
54401,54403,54402,12,6,-1,1,0
54419,54421,54420,30,6,-1,1,0
54497,54499,54498,34,3,-1,1,0
54539,54541,54540,2,9,-1,1,0
54581,54583,54582,7,6,-1,1,0
54629,54631,54630,18,9,-1,1,0
54917,54919,54918,10,9,-1,1,0
55049,55051,55050,31,6,-1,1,0
55217,55219,55218,14,3,-1,1,0
55331,55333,55332,17,9,-1,1,0
55337,55339,55338,23,6,-1,1,0
55439,55441,55440,14,9,-1,1,0
55619,55621,55620,9,9,-1,1,0
55631,55633,55632,21,3,-1,1,0
55661,55663,55662,14,6,-1,1,0
55817,55819,55818,22,9,-1,1,0
55901,55903,55902,32,3,-1,1,0
55931,55933,55932,25,6,-1,1,0
56039,56041,56040,22,6,-1,1,0
56099,56101,56100,8,3,-1,1,0
56207,56209,56208,5,3,-1,1,0
56237,56239,56238,35,6,-1,1,0
56267,56269,56268,28,9,-1,1,0
56477,56479,56478,16,3,-1,1,0
56501,56503,56502,3,9,-1,1,0
56531,56533,56532,33,3,-1,1,0
56597,56599,56598,25,6,-1,1,0
56711,56713,56712,28,3,-1,1,0
56807,56809,56808,13,9,-1,1,0
56891,56893,56892,23,3,-1,1,0
56909,56911,56910,4,3,-1,1,0
56921,56923,56922,16,6,-1,1,0
57191,57193,57192,27,6,-1,1,0
57221,57223,57222,20,9,-1,1,0
57269,57271,57270,31,3,-1,1,0
57329,57331,57330,17,9,-1,1,0
57347,57349,57348,35,9,-1,1,0
57527,57529,57528,30,9,-1,1,0
57557,57559,57558,23,3,-1,1,0
57791,57793,57792,35,3,-1,1,0
57899,57901,57900,32,3,-1,1,0
58109,58111,58110,20,6,-1,1,0
58151,58153,58152,25,3,-1,1,0
58169,58171,58170,6,3,-1,1,0
58229,58231,58230,29,9,-1,1,0
58367,58369,58368,19,3,-1,1,0
58391,58393,58392,6,9,-1,1,0
58439,58441,58440,17,3,-1,1,0
58451,58453,58452,29,6,-1,1,0
58601,58603,58602,31,3,-1,1,0
58787,58789,58788,32,9,-1,1,0
58907,58909,58908,4,3,-1,1,0
59009,59011,59010,32,6,-1,1,0
59021,59023,59022,7,9,-1,1,0
59051,59053,59052,0,3,-1,1,0
59207,59209,59208,8,6,-1,1,0
59219,59221,59220,20,9,-1,1,0
59357,59359,59358,10,3,-1,1,0
59417,59419,59418,33,9,-1,1,0
59441,59443,59442,20,6,-1,1,0
59471,59473,59472,13,9,-1,1,0
59627,59629,59628,21,3,-1,1,0
59669,59671,59670,26,9,-1,1,0
60089,60091,60090,2,6,-1,1,0
60101,60103,60102,14,9,-1,1,0
60167,60169,60168,6,3,-1,1,0
60257,60259,60258,22,3,-1,1,0
60647,60649,60648,5,6,-1,1,0
60659,60661,60660,17,9,-1,1,0
60761,60763,60762,8,3,-1,1,0
60887,60889,60888,23,3,-1,1,0
60899,60901,60900,35,6,-1,1,0
60917,60919,60918,16,6,-1,1,0
61151,61153,61152,28,6,-1,1,0
61331,61333,61332,23,6,-1,1,0
61379,61381,61380,34,9,-1,1,0
61469,61471,61470,13,9,-1,1,0
61559,61561,61560,29,9,-1,1,0
61979,61981,61980,5,6,-1,1,0
62129,62131,62130,7,3,-1,1,0
62141,62143,62142,19,6,-1,1,0
62189,62191,62190,30,9,-1,1,0
62297,62299,62298,27,9,-1,1,0
62927,62929,62928,28,9,-1,1,0
62969,62971,62970,33,6,-1,1,0
62981,62983,62982,8,9,-1,1,0
62987,62989,62988,14,6,-1,1,0
63029,63031,63030,19,3,-1,1,0
63197,63199,63198,2,9,-1,1,0
63311,63313,63312,5,6,-1,1,0
63389,63391,63390,9,3,-1,1,0
63419,63421,63420,2,6,-1,1,0
63587,63589,63588,22,3,-1,1,0
63599,63601,63600,34,6,-1,1,0
63647,63649,63648,8,9,-1,1,0
63689,63691,63690,13,6,-1,1,0
63839,63841,63840,15,3,-1,1,0
64151,64153,64152,31,9,-1,1,0
64187,64189,64188,30,9,-1,1,0
64301,64303,64302,33,6,-1,1,0
64451,64453,64452,35,3,-1,1,0
64577,64579,64578,13,3,-1,1,0
64661,64663,64662,23,6,-1,1,0
64781,64783,64782,32,9,-1,1,0
64877,64879,64878,17,6,-1,1,0
64919,64921,64920,22,3,-1,1,0
65027,65029,65028,19,3,-1,1,0
65099,65101,65100,17,3,-1,1,0
65171,65173,65172,15,3,-1,1,0
65267,65269,65268,0,9,-1,1,0
65447,65449,65448,32,9,-1,1,0
65519,65521,65520,30,9,-1,1,0
65537,65539,65538,11,9,-1,1,0
65579,65581,65580,16,6,-1,1,0
65699,65701,65700,25,9,-1,1,0
65717,65719,65718,6,9,-1,1,0
65729,65731,65730,18,3,-1,1,0
65837,65839,65838,15,3,-1,1,0
65927,65929,65928,31,3,-1,1,0
65981,65983,65982,11,3,-1,1,0
66107,66109,66108,26,3,-1,1,0
66359,66361,66360,19,3,-1,1,0
66569,66571,66570,7,6,-1,1,0
66749,66751,66750,2,6,-1,1,0
66851,66853,66852,30,9,-1,1,0
66947,66949,66948,15,6,-1,1,0
67139,67141,67140,22,9,-1,1,0
67187,67189,67188,33,3,-1,1,0
67211,67213,67212,20,9,-1,1,0
67217,67219,67218,26,6,-1,1,0
67271,67273,67272,6,6,-1,1,0
67409,67411,67410,33,9,-1,1,0
67427,67429,67428,14,9,-1,1,0
67577,67579,67578,16,6,-1,1,0
67757,67759,67758,11,6,-1,1,0
67931,67933,67932,0,9,-1,1,0
68111,68113,68112,32,9,-1,1,0
68207,68209,68208,17,6,-1,1,0
68279,68281,68280,15,6,-1,1,0
68447,68449,68448,35,3,-1,1,0
68489,68491,68490,3,9,-1,1,0
68711,68713,68712,3,6,-1,1,0
68819,68821,68820,0,6,-1,1,0
68879,68881,68880,23,3,-1,1,0
68897,68899,68898,4,3,-1,1,0
69029,69031,69030,25,9,-1,1,0
69149,69151,69150,34,3,-1,1,0
69191,69193,69192,2,9,-1,1,0
69257,69259,69258,31,3,-1,1,0
69401,69403,69402,27,3,-1,1,0
69491,69493,69492,6,3,-1,1,0
69497,69499,69498,12,9,-1,1,0
69737,69739,69738,30,6,-1,1,0
69761,69763,69762,17,3,-1,1,0
69827,69829,69828,9,6,-1,1,0
69857,69859,69858,2,9,-1,1,0
69929,69931,69930,0,9,-1,1,0
70001,70003,70002,35,9,-1,1,0
70121,70123,70122,7,3,-1,1,0
70139,70141,70140,25,3,-1,1,0
70181,70183,70182,30,9,-1,1,0
70199,70201,70200,11,9,-1,1,0
70379,70381,70380,6,9,-1,1,0
70457,70459,70458,10,6,-1,1,0
70487,70489,70488,3,9,-1,1,0
70571,70573,70572,13,3,-1,1,0
70619,70621,70620,24,6,-1,1,0
70841,70843,70842,24,3,-1,1,0
70877,70879,70878,23,3,-1,1,0
70919,70921,70920,28,9,-1,1,0
70949,70951,70950,21,3,-1,1,0
70979,70981,70980,14,6,-1,1,0
70997,70999,70998,32,6,-1,1,0
71261,71263,71262,0,9,-1,1,0
71327,71329,71328,29,3,-1,1,0
71339,71341,71340,4,6,-1,1,0
71387,71389,71388,15,9,-1,1,0
71411,71413,71412,2,6,-1,1,0
71471,71473,71472,25,3,-1,1,0
71549,71551,71550,29,9,-1,1,0
71711,71713,71712,6,9,-1,1,0
71807,71809,71808,28,6,-1,1,0
71879,71881,71880,26,6,-1,1,0
72089,72091,72090,14,9,-1,1,0
72101,72103,72102,26,3,-1,1,0
72167,72169,72168,18,6,-1,1,0
72221,72223,72222,35,6,-1,1,0
72227,72229,72228,4,3,-1,1,0
72251,72253,72252,28,9,-1,1,0
72269,72271,72270,9,9,-1,1,0
72467,72469,72468,22,9,-1,1,0
72647,72649,72648,17,9,-1,1,0
72671,72673,72672,4,6,-1,1,0
72869,72871,72870,17,6,-1,1,0
73037,73039,73038,0,3,-1,1,0
73061,73063,73062,24,9,-1,1,0
73361,73363,73362,28,3,-1,1,0
73607,73609,73608,15,6,-1,1,0
73679,73681,73680,13,6,-1,1,0
73847,73849,73848,33,3,-1,1,0
74099,74101,74100,26,3,-1,1,0
74159,74161,74160,12,9,-1,1,0
74201,74203,74202,17,6,-1,1,0
74381,74383,74382,12,6,-1,1,0
74411,74413,74412,5,9,-1,1,0
74507,74509,74508,27,6,-1,1,0
74609,74611,74610,18,9,-1,1,0
74717,74719,74718,15,9,-1,1,0
74729,74731,74730,27,3,-1,1,0
74759,74761,74760,20,6,-1,1,0
75011,75013,75012,13,6,-1,1,0
75167,75169,75168,21,9,-1,1,0
75209,75211,75210,26,6,-1,1,0
75389,75391,75390,21,6,-1,1,0
75401,75403,75402,33,9,-1,1,0
75539,75541,75540,23,3,-1,1,0
75617,75619,75618,27,9,-1,1,0
75707,75709,75708,6,9,-1,1,0
75989,75991,75990,29,3,-1,1,0
76001,76003,76002,4,6,-1,1,0
76079,76081,76080,8,3,-1,1,0
76157,76159,76158,12,9,-1,1,0
76259,76261,76260,3,3,-1,1,0
76367,76369,76368,0,3,-1,1,0
76421,76423,76422,17,3,-1,1,0
76541,76543,76542,26,6,-1,1,0
76649,76651,76650,23,6,-1,1,0
76829,76831,76830,18,6,-1,1,0
76871,76873,76872,23,3,-1,1,0
76961,76963,76962,2,3,-1,1,0
77237,77239,77238,19,9,-1,1,0
77261,77263,77262,6,6,-1,1,0
77267,77269,77268,12,3,-1,1,0
77417,77419,77418,14,9,-1,1,0
77477,77479,77478,0,6,-1,1,0
77489,77491,77490,12,9,-1,1,0
77549,77551,77550,35,6,-1,1,0
77687,77689,77688,25,9,-1,1,0
77711,77713,77712,12,6,-1,1,0
78137,78139,78138,31,9,-1,1,0
78191,78193,78192,11,9,-1,1,0
78437,78439,78438,35,3,-1,1,0
78509,78511,78510,33,3,-1,1,0
78539,78541,78540,26,6,-1,1,0
78569,78571,78570,19,9,-1,1,0
78779,78781,78780,7,3,-1,1,0
78887,78889,78888,4,3,-1,1,0
78977,78979,78978,20,3,-1,1,0
79151,79153,79152,9,6,-1,1,0
79229,79231,79230,13,3,-1,1,0
79397,79399,79398,33,9,-1,1,0
79559,79561,79560,10,9,-1,1,0
79631,79633,79632,8,9,-1,1,0
79691,79693,79692,31,6,-1,1,0
79697,79699,79698,0,3,-1,1,0
79811,79813,79812,3,9,-1,1,0
79841,79843,79842,33,3,-1,1,0
79901,79903,79902,19,9,-1,1,0
79997,79999,79998,4,6,-1,1,0
80147,80149,80148,6,3,-1,1,0
80207,80209,80208,29,9,-1,1,0
80231,80233,80232,16,6,-1,1,0
80447,80449,80448,10,6,-1,1,0
80471,80473,80472,34,3,-1,1,0
80489,80491,80490,15,3,-1,1,0
80627,80629,80628,5,6,-1,1,0
80669,80671,80670,10,3,-1,1,0
80681,80683,80682,22,6,-1,1,0
80747,80749,80748,14,9,-1,1,0
80777,80779,80778,7,3,-1,1,0
80831,80833,80832,24,3,-1,1,0
80909,80911,80910,28,9,-1,1,0
81017,81019,81018,25,9,-1,1,0
81041,81043,81042,12,6,-1,1,0
81047,81049,81048,18,3,-1,1,0
81197,81199,81198,20,9,-1,1,0
81281,81283,81282,30,3,-1,1,0
81371,81373,81372,9,3,-1,1,0
81551,81553,81552,4,3,-1,1,0
81647,81649,81648,26,9,-1,1,0
81701,81703,81702,6,9,-1,1,0
81899,81901,81900,19,9,-1,1,0
81929,81931,81930,12,3,-1,1,0
81971,81973,81972,17,9,-1,1,0
82007,82009,82008,16,9,-1,1,0
82037,82039,82038,9,3,-1,1,0
82139,82141,82140,0,6,-1,1,0
82217,82219,82218,4,3,-1,1,0
82349,82351,82350,25,9,-1,1,0
82469,82471,82470,34,3,-1,1,0
82529,82531,82530,20,9,-1,1,0
82559,82561,82560,13,3,-1,1,0
82721,82723,82722,27,3,-1,1,0
82727,82729,82728,33,9,-1,1,0
82757,82759,82758,26,3,-1,1,0
82811,82813,82812,6,3,-1,1,0
82889,82891,82890,10,9,-1,1,0
83219,83221,83220,7,6,-1,1,0
83231,83233,83232,19,9,-1,1,0
83267,83269,83268,18,9,-1,1,0
83339,83341,83340,16,9,-1,1,0
83399,83401,83400,2,6,-1,1,0
83561,83563,83562,16,6,-1,1,0
83639,83641,83640,20,3,-1,1,0
83717,83719,83718,24,9,-1,1,0
84059,84061,84060,33,9,-1,1,0
84179,84181,84180,5,3,-1,1,0
84221,84223,84222,10,9,-1,1,0
84317,84319,84318,32,6,-1,1,0
84347,84349,84348,25,9,-1,1,0
84389,84391,84390,30,6,-1,1,0
84521,84523,84522,14,3,-1,1,0
84629,84631,84630,11,3,-1,1,0
84809,84811,84810,6,3,-1,1,0
84857,84859,84858,17,6,-1,1,0
84869,84871,84870,29,9,-1,1,0
84977,84979,84978,26,9,-1,1,0
85091,85093,85092,29,6,-1,1,0
85199,85201,85200,26,6,-1,1,0
85331,85333,85332,10,3,-1,1,0
85361,85363,85362,3,6,-1,1,0
85427,85429,85428,32,9,-1,1,0
85451,85453,85452,19,6,-1,1,0
85619,85621,85620,2,3,-1,1,0
85667,85669,85668,13,6,-1,1,0
85817,85819,85818,15,3,-1,1,0
85829,85831,85830,27,6,-1,1,0
85931,85933,85932,18,9,-1,1,0
86027,86029,86028,3,6,-1,1,0
86111,86113,86112,13,9,-1,1,0
86291,86293,86292,8,9,-1,1,0
86351,86353,86352,31,6,-1,1,0
86369,86371,86370,12,6,-1,1,0
86531,86533,86532,26,6,-1,1,0
86627,86629,86628,11,3,-1,1,0
86927,86929,86928,15,6,-1,1,0
87011,87013,87012,25,9,-1,1,0
87119,87121,87120,22,9,-1,1,0
87149,87151,87150,15,3,-1,1,0
87179,87181,87180,8,6,-1,1,0
87221,87223,87222,13,3,-1,1,0
87251,87253,87252,6,6,-1,1,0
87509,87511,87510,5,3,-1,1,0
87539,87541,87540,35,6,-1,1,0
87557,87559,87558,16,6,-1,1,0
87587,87589,87588,9,9,-1,1,0
87629,87631,87630,14,6,-1,1,0
87641,87643,87642,26,9,-1,1,0
87719,87721,87720,30,6,-1,1,0
87959,87961,87960,11,3,-1,1,0
88001,88003,88002,16,9,-1,1,0
88259,88261,88260,15,6,-1,1,0
88337,88339,88338,19,3,-1,1,0
88469,88471,88470,3,9,-1,1,0
88589,88591,88590,12,3,-1,1,0
88607,88609,88608,30,3,-1,1,0
88661,88663,88662,10,3,-1,1,0
88799,88801,88800,0,6,-1,1,0
88811,88813,88812,12,9,-1,1,0
88817,88819,88818,18,6,-1,1,0
89069,89071,89070,11,6,-1,1,0
89519,89521,89520,17,6,-1,1,0
89561,89563,89562,22,3,-1,1,0
89597,89599,89598,21,3,-1,1,0
89657,89659,89658,7,9,-1,1,0
89669,89671,89670,19,3,-1,1,0
89819,89821,89820,21,9,-1,1,0
89897,89899,89898,25,6,-1,1,0
90017,90019,90018,34,9,-1,1,0
90071,90073,90072,14,9,-1,1,0
90197,90199,90198,29,9,-1,1,0
90371,90373,90372,18,3,-1,1,0
90401,90403,90402,11,6,-1,1,0
90437,90439,90438,10,6,-1,1,0
90527,90529,90528,26,6,-1,1,0
90617,90619,90618,5,6,-1,1,0
90677,90679,90678,28,3,-1,1,0
90821,90823,90822,24,3,-1,1,0
91079,91081,91080,23,9,-1,1,0
91097,91099,91098,4,9,-1,1,0
91127,91129,91128,34,3,-1,1,0
91139,91141,91140,9,6,-1,1,0
91151,91153,91152,21,9,-1,1,0
91367,91369,91368,15,9,-1,1,0
91457,91459,91458,31,9,-1,1,0
91571,91573,91572,34,6,-1,1,0
91811,91813,91812,15,3,-1,1,0
91967,91969,91968,23,6,-1,1,0
92177,92179,92178,11,9,-1,1,0
92219,92221,92220,16,6,-1,1,0
92381,92383,92382,30,6,-1,1,0
92399,92401,92400,11,6,-1,1,0
92459,92461,92460,34,3,-1,1,0
92567,92569,92568,31,3,-1,1,0
92639,92641,92640,29,3,-1,1,0
92669,92671,92670,22,6,-1,1,0
92681,92683,92682,34,9,-1,1,0
92789,92791,92790,31,9,-1,1,0
92861,92863,92862,29,9,-1,1,0
92957,92959,92958,14,6,-1,1,0
93131,93133,93132,3,9,-1,1,0
93239,93241,93240,0,9,-1,1,0
93251,93253,93252,12,3,-1,1,0
93281,93283,93282,5,6,-1,1,0
93479,93481,93480,18,6,-1,1,0
93491,93493,93492,30,9,-1,1,0
93557,93559,93558,22,3,-1,1,0
93701,93703,93702,18,3,-1,1,0
93761,93763,93762,4,9,-1,1,0
93809,93811,93810,15,3,-1,1,0
93887,93889,93888,19,9,-1,1,0
93911,93913,93912,6,6,-1,1,0
94007,94009,94008,28,3,-1,1,0
94109,94111,94110,19,6,-1,1,0
94151,94153,94152,24,3,-1,1,0
94307,94309,94308,32,6,-1,1,0
94349,94351,94350,0,3,-1,1,0
94397,94399,94398,11,6,-1,1,0
94439,94441,94440,16,3,-1,1,0
94529,94531,94530,32,3,-1,1,0
94541,94543,94542,7,6,-1,1,0
94559,94561,94560,25,6,-1,1,0
94649,94651,94650,4,6,-1,1,0
94847,94849,94848,17,6,-1,1,0
94949,94951,94950,8,9,-1,1,0
95087,95089,95088,35,3,-1,1,0
95189,95191,95190,26,6,-1,1,0
95231,95233,95232,31,3,-1,1,0
95441,95443,95442,19,6,-1,1,0
95789,95791,95790,34,3,-1,1,0
95801,95803,95802,9,6,-1,1,0
95957,95959,95958,17,9,-1,1,0
95987,95989,95988,10,3,-1,1,0
96179,96181,96180,17,6,-1,1,0
96221,96223,96222,22,3,-1,1,0
96329,96331,96330,19,3,-1,1,0
96587,96589,96588,18,9,-1,1,0
96737,96739,96738,20,6,-1,1,0
96797,96799,96798,6,3,-1,1,0
96821,96823,96822,30,9,-1,1,0
97001,97003,97002,25,9,-1,1,0
97157,97159,97158,33,3,-1,1,0
97169,97171,97170,8,6,-1,1,0
97301,97303,97302,29,3,-1,1,0
97367,97369,97368,21,6,-1,1,0
97379,97381,97380,33,9,-1,1,0
97499,97501,97500,5,3,-1,1,0
97547,97549,97548,16,6,-1,1,0
97577,97579,97578,9,9,-1,1,0
97607,97609,97608,2,3,-1,1,0
97649,97651,97650,7,9,-1,1,0
97787,97789,97788,34,3,-1,1,0
97841,97843,97842,14,3,-1,1,0
97847,97849,97848,20,9,-1,1,0
97859,97861,97860,32,3,-1,1,0
98009,98011,98010,34,9,-1,1,0
98297,98299,98298,26,9,-1,1,0
98321,98323,98322,13,6,-1,1,0
98387,98389,98388,5,9,-1,1,0
98561,98563,98562,31,3,-1,1,0
98639,98641,98640,35,9,-1,1,0
98711,98713,98712,33,9,-1,1,0
98729,98731,98730,14,9,-1,1,0
98807,98809,98808,18,6,-1,1,0
98867,98869,98868,4,3,-1,1,0
98897,98899,98898,34,6,-1,1,0
98909,98911,98910,9,9,-1,1,0
98927,98929,98928,27,9,-1,1,0
99131,99133,99132,9,6,-1,1,0
99137,99139,99138,15,3,-1,1,0
99257,99259,99258,24,6,-1,1,0
99347,99349,99348,3,6,-1,1,0
99527,99529,99528,35,6,-1,1,0
99707,99709,99708,30,6,-1,1,0
99719,99721,99720,5,9,-1,1,0
99989,99991,99990,16,9,-1,1,0
100151,100153,100152,30,9,-1,1,0
100361,100363,100362,18,3,-1,1,0
100391,100393,100392,11,6,-1,1,0
100517,100519,100518,26,6,-1,1,0
100547,100549,100548,19,9,-1,1,0
100799,100801,100800,12,9,-1,1,0
101111,101113,101112,28,6,-1,1,0
101117,101119,101118,34,3,-1,1,0
101159,101161,101160,2,9,-1,1,0
101207,101209,101208,13,3,-1,1,0
101279,101281,101280,11,3,-1,1,0
101501,101503,101502,11,9,-1,1,0
101531,101533,101532,4,3,-1,1,0
101747,101749,101748,35,3,-1,1,0
101837,101839,101838,14,3,-1,1,0
101999,102001,102000,28,3,-1,1,0
102059,102061,102060,14,9,-1,1,0
102077,102079,102078,32,9,-1,1,0
102101,102103,102102,19,6,-1,1,0
102197,102199,102198,4,3,-1,1,0
102251,102253,102252,21,3,-1,1,0
102299,102301,102300,32,6,-1,1,0
102407,102409,102408,29,6,-1,1,0
102497,102499,102498,8,6,-1,1,0
102677,102679,102678,3,6,-1,1,0
102761,102763,102762,13,9,-1,1,0
102911,102913,102912,15,6,-1,1,0
102929,102931,102930,33,6,-1,1,0
103067,103069,103068,23,9,-1,1,0
103091,103093,103092,10,6,-1,1,0
103289,103291,103290,23,6,-1,1,0
103391,103393,103392,14,9,-1,1,0
103421,103423,103422,7,3,-1,1,0
103811,103813,103812,27,6,-1,1,0
103841,103843,103842,20,9,-1,1,0
103967,103969,103968,35,9,-1,1,0
103979,103981,103980,10,3,-1,1,0
103991,103993,103992,22,6,-1,1,0
104087,104089,104088,7,3,-1,1,0
104147,104149,104148,30,9,-1,1,0
104231,104233,104232,3,3,-1,1,0
104309,104311,104310,7,9,-1,1,0
104381,104383,104382,5,9,-1,1,0
104471,104473,104472,21,9,-1,1,0
104549,104551,104550,25,6,-1,1,0
104681,104683,104682,9,3,-1,1,0
104759,104761,104760,13,9,-1,1,0
104801,104803,104802,18,6,-1,1,0
104849,104851,104850,29,9,-1,1,0
105227,105229,105228,0,9,-1,1,0
105251,105253,105252,24,6,-1,1,0
105359,105361,105360,21,6,-1,1,0
105527,105529,105528,4,3,-1,1,0
105767,105769,105768,22,9,-1,1,0
106031,106033,106032,27,3,-1,1,0
106121,106123,106122,6,3,-1,1,0
106187,106189,106188,35,6,-1,1,0
106217,106219,106218,28,9,-1,1,0
106277,106279,106278,14,6,-1,1,0
106319,106321,106320,19,3,-1,1,0
106451,106453,106452,3,9,-1,1,0
106541,106543,106542,19,9,-1,1,0
106619,106621,106620,23,6,-1,1,0
106661,106663,106662,28,3,-1,1,0
106751,106753,106752,7,3,-1,1,0
106781,106783,106782,0,6,-1,1,0
106859,106861,106860,4,3,-1,1,0
106961,106963,106962,32,6,-1,1,0
107069,107071,107070,29,6,-1,1,0
107099,107101,107100,22,9,-1,1,0
107507,107509,107508,23,3,-1,1,0
107717,107719,107718,11,6,-1,1,0
107837,107839,107838,20,9,-1,1,0
108011,108013,108012,9,3,-1,1,0
108107,108109,108108,31,9,-1,1,0
108191,108193,108192,4,3,-1,1,0
108287,108289,108288,26,9,-1,1,0
108377,108379,108378,5,9,-1,1,0
108461,108463,108462,15,3,-1,1,0
108497,108499,108498,14,3,-1,1,0
108707,108709,108708,2,6,-1,1,0
108791,108793,108792,12,9,-1,1,0
108881,108883,108882,28,9,-1,1,0
108947,108949,108948,20,3,-1,1,0
108959,108961,108960,32,6,-1,1,0
109139,109141,109140,27,6,-1,1,0
109169,109171,109170,20,9,-1,1,0
109199,109201,109200,13,3,-1,1,0
109451,109453,109452,6,3,-1,1,0
109469,109471,109470,24,3,-1,1,0
109517,109519,109518,35,6,-1,1,0
109619,109621,109620,26,9,-1,1,0
109661,109663,109662,31,6,-1,1,0
109829,109831,109830,14,3,-1,1,0
109841,109843,109842,26,6,-1,1,0
109847,109849,109848,32,3,-1,1,0
110321,110323,110322,25,9,-1,1,0
110477,110479,110478,33,3,-1,1,0
110501,110503,110502,20,9,-1,1,0
110567,110569,110568,12,3,-1,1,0
110729,110731,110730,26,3,-1,1,0
110819,110821,110820,5,3,-1,1,0
110879,110881,110880,28,9,-1,1,0
110921,110923,110922,33,6,-1,1,0
111029,111031,111030,30,6,-1,1,0
111119,111121,111120,9,6,-1,1,0
111227,111229,111228,6,6,-1,1,0
111269,111271,111270,11,3,-1,1,0
111491,111493,111492,11,9,-1,1,0
111731,111733,111732,29,6,-1,1,0
111779,111781,111780,3,9,-1,1,0
111827,111829,111828,14,3,-1,1,0
111869,111871,111870,19,9,-1,1,0
112067,112069,112068,32,9,-1,1,0
112247,112249,112248,27,9,-1,1,0
112289,112291,112290,32,6,-1,1,0
112337,112339,112338,6,9,-1,1,0
112361,112363,112362,30,6,-1,1,0
112571,112573,112572,18,9,-1,1,0
112601,112603,112602,11,3,-1,1,0
112757,112759,112758,19,6,-1,1,0
112919,112921,112920,33,6,-1,1,0
113021,113023,113022,24,9,-1,1,0
113039,113041,113040,5,9,-1,1,0
113081,113083,113082,10,6,-1,1,0
113147,113149,113148,2,9,-1,1,0
113159,113161,113160,14,3,-1,1,0
113171,113173,113172,26,6,-1,1,0
113327,113329,113328,34,9,-1,1,0
113357,113359,113358,27,3,-1,1,0
113381,113383,113382,14,9,-1,1,0
113537,113539,113538,22,3,-1,1,0
113621,113623,113622,32,6,-1,1,0
113717,113719,113718,17,3,-1,1,0
113759,113761,113760,22,9,-1,1,0
113777,113779,113778,3,9,-1,1,0
114041,114043,114042,8,3,-1,1,0
114197,114199,114198,16,6,-1,1,0
114599,114601,114600,11,3,-1,1,0
114641,114643,114642,16,9,-1,1,0
114659,114661,114660,34,9,-1,1,0
114689,114691,114690,27,3,-1,1,0
114797,114799,114798,24,3,-1,1,0
115019,115021,115020,24,9,-1,1,0
115151,115153,115152,8,6,-1,1,0
115301,115303,115302,10,3,-1,1,0
115319,115321,115320,28,3,-1,1,0
115361,115363,115362,33,9,-1,1,0
115469,115471,115470,30,9,-1,1,0
115601,115603,115602,14,6,-1,1,0
115769,115771,115770,34,3,-1,1,0
115781,115783,115782,9,6,-1,1,0
115859,115861,115860,13,3,-1,1,0
115877,115879,115878,31,3,-1,1,0
115901,115903,115902,18,9,-1,1,0
115931,115933,115932,11,3,-1,1,0
115979,115981,115980,22,6,-1,1,0
116099,116101,116100,31,9,-1,1,0
116189,116191,116190,10,9,-1,1,0
116531,116533,116532,19,9,-1,1,0
116537,116539,116538,25,6,-1,1,0
116687,116689,116688,27,3,-1,1,0
116789,116791,116790,18,6,-1,1,0
116927,116929,116928,8,9,-1,1,0
117041,117043,117042,11,6,-1,1,0
117191,117193,117192,13,3,-1,1,0
117239,117241,117240,24,6,-1,1,0
117329,117331,117330,3,6,-1,1,0
117371,117373,117372,8,3,-1,1,0
117497,117499,117498,23,3,-1,1,0
