p,rev_p,dr_p,dr_revp,product_dr,product_in_col1,diff,diff_dr,p_mod37,revp_mod37,same_mod37,chi_p,col_p
19237,73291,4,4,7,True,54054,9,34,31,False,1,COL1
19249,94291,7,7,4,True,75042,9,9,15,False,1,COL1
19333,33391,1,1,1,True,14058,9,19,17,False,1,COL1
19403,30491,8,8,1,True,11088,9,15,3,False,-1,COL2
19423,32491,1,1,1,True,13068,9,35,5,False,1,COL1
19477,77491,1,1,1,True,58014,9,15,13,False,1,COL1
19489,98491,4,4,7,True,79002,9,27,34,False,1,COL1
19543,34591,4,4,7,True,15048,9,7,33,False,1,COL1
19553,35591,5,5,7,True,16038,9,17,34,False,-1,COL2
19577,77591,2,2,4,True,58014,9,4,2,False,-1,COL2
19687,78691,4,4,7,True,59004,9,3,29,False,1,COL1
19697,79691,5,5,7,True,59994,9,13,30,False,-1,COL2
19759,95791,4,4,7,True,76032,9,1,35,False,1,COL1
19763,36791,8,8,1,True,17028,9,5,13,False,-1,COL2
19793,39791,2,2,4,True,19998,9,35,16,False,-1,COL2
19813,31891,4,4,7,True,12078,9,18,34,False,1,COL1
19913,31991,5,5,7,True,12078,9,7,23,False,-1,COL2
19973,37991,2,2,4,True,18018,9,30,29,False,-1,COL2
30029,92003,5,5,7,True,61974,9,22,21,False,-1,COL2
30059,95003,8,8,1,True,64944,9,15,24,False,-1,COL2
30139,93103,7,7,4,True,62964,9,21,11,False,1,COL1
30197,79103,2,2,4,True,48906,9,5,34,False,-1,COL2
30223,32203,1,1,1,True,1980,9,31,13,False,1,COL1
30259,95203,1,1,1,True,64944,9,30,2,False,1,COL1
30319,91303,7,7,4,True,60984,9,16,24,False,1,COL1
30323,32303,2,2,4,True,1980,9,20,2,False,-1,COL2
30367,76303,1,1,1,True,45936,9,27,9,False,1,COL1
30467,76403,2,2,4,True,45936,9,16,35,False,-1,COL2
30517,71503,7,7,4,True,40986,9,29,19,False,1,COL1
30529,92503,1,1,1,True,61974,9,4,3,False,1,COL1
30539,93503,2,2,4,True,62964,9,14,4,False,-1,COL2
30557,75503,2,2,4,True,44946,9,32,23,False,-1,COL2
30593,39503,2,2,4,True,8910,9,31,24,False,-1,COL2
30643,34603,7,7,4,True,3960,9,7,8,False,1,COL1
30649,94603,4,4,7,True,63954,9,13,31,False,1,COL1
30757,75703,4,4,7,True,44946,9,10,1,False,1,COL1
30809,90803,2,2,4,True,59994,9,25,5,False,-1,COL2
30853,35803,1,1,1,True,4950,9,32,24,False,1,COL1
30859,95803,7,7,4,True,64944,9,1,10,False,1,COL1
30949,94903,7,7,4,True,63954,9,17,35,False,1,COL1
30983,38903,5,5,7,True,7920,9,14,16,False,-1,COL2
31033,33013,1,1,1,True,1980,9,27,9,False,1,COL1
31063,36013,4,4,7,True,4950,9,20,12,False,1,COL1
31069,96013,1,1,1,True,64944,9,26,35,False,1,COL1
31139,93113,8,8,1,True,61974,9,22,21,False,-1,COL2
31183,38113,7,7,4,True,6930,9,29,3,False,1,COL1
31193,39113,8,8,1,True,7920,9,2,4,False,-1,COL2
31223,32213,2,2,4,True,990,9,32,23,False,-1,COL2
31259,95213,2,2,4,True,63954,9,31,12,False,-1,COL2
31267,76213,1,1,1,True,44946,9,2,30,False,1,COL1
31277,77213,2,2,4,True,45936,9,12,31,False,-1,COL2
31307,70313,5,5,7,True,39006,9,5,13,False,-1,COL2
31327,72313,7,7,4,True,40986,9,25,15,False,1,COL1
31393,39313,1,1,1,True,7920,9,17,19,False,1,COL1
31543,34513,7,7,4,True,2970,9,19,29,False,1,COL1
31627,72613,1,1,1,True,40986,9,29,19,False,1,COL1
31643,34613,8,8,1,True,2970,9,8,18,False,-1,COL2
31649,94613,5,5,7,True,62964,9,14,4,False,-1,COL2
31723,32713,7,7,4,True,990,9,14,5,False,1,COL1
31799,99713,2,2,4,True,67914,9,16,35,False,-1,COL2
31859,95813,8,8,1,True,63954,9,2,20,False,-1,COL2
31873,37813,4,4,7,True,5940,9,16,36,False,1,COL1
31907,70913,2,2,4,True,39006,9,13,21,False,-1,COL2
31957,75913,7,7,4,True,43956,9,26,26,True,1,COL1
31963,36913,4,4,7,True,4950,9,32,24,False,1,COL1
32009,90023,5,5,7,True,58014,9,4,2,False,-1,COL2
32077,77023,1,1,1,True,44946,9,35,26,False,1,COL1
32099,99023,5,5,7,True,66924,9,20,11,False,-1,COL2
32143,34123,4,4,7,True,1980,9,27,9,False,1,COL1
32173,37123,7,7,4,True,4950,9,20,12,False,1,COL1
32189,98123,5,5,7,True,65934,9,36,36,True,-1,COL2
32233,33223,4,4,7,True,990,9,6,34,False,1,COL1
32257,75223,1,1,1,True,42966,9,30,2,False,1,COL1
32299,99223,7,7,4,True,66924,9,35,26,False,1,COL1
32353,35323,7,7,4,True,2970,9,15,25,False,1,COL1
32369,96323,5,5,7,True,63954,9,31,12,False,-1,COL2
32377,77323,4,4,7,True,44946,9,2,30,False,1,COL1
32467,76423,4,4,7,True,43956,9,18,18,True,1,COL1
32479,97423,7,7,4,True,64944,9,30,2,False,1,COL1
32497,79423,7,7,4,True,46926,9,11,21,False,1,COL1
32537,73523,2,2,4,True,40986,9,14,4,False,-1,COL2
32563,36523,1,1,1,True,3960,9,3,4,False,1,COL1
32579,97523,8,8,1,True,64944,9,19,28,False,-1,COL2
32633,33623,8,8,1,True,990,9,36,27,False,-1,COL2
32647,74623,4,4,7,True,41976,9,13,31,False,1,COL1
32687,78623,8,8,1,True,45936,9,16,35,False,-1,COL2
32693,39623,5,5,7,True,6930,9,22,33,False,-1,COL2
32749,94723,7,7,4,True,61974,9,4,3,False,1,COL1
32783,38723,5,5,7,True,5940,9,1,21,False,-1,COL2
32869,96823,1,1,1,True,63954,9,13,31,False,1,COL1
32887,78823,1,1,1,True,45936,9,31,13,False,1,COL1
32933,33923,2,2,4,True,990,9,3,31,False,-1,COL2
32939,93923,8,8,1,True,60984,9,9,17,False,-1,COL2
32983,38923,7,7,4,True,5940,9,16,36,False,1,COL1
32999,99923,5,5,7,True,66924,9,32,23,False,-1,COL2
33029,92033,8,8,1,True,59004,9,25,14,False,-1,COL2
33049,94033,1,1,1,True,60984,9,8,16,False,1,COL1
33199,99133,7,7,4,True,65934,9,10,10,True,1,COL1
33287,78233,5,5,7,True,44946,9,24,15,False,-1,COL2
33317,71333,8,8,1,True,38016,9,17,34,False,-1,COL2
33329,92333,2,2,4,True,59004,9,29,18,False,-1,COL2
33589,98533,1,1,1,True,64944,9,30,2,False,1,COL1
33617,71633,2,2,4,True,38016,9,21,1,False,-1,COL2
33767,76733,8,8,1,True,42966,9,23,32,False,-1,COL2
33809,90833,5,5,7,True,57024,9,28,35,False,-1,COL2
33857,75833,8,8,1,True,41976,9,2,20,False,-1,COL2
33863,36833,5,5,7,True,2970,9,8,18,False,-1,COL2
34129,92143,1,1,1,True,58014,9,15,13,False,1,COL1
34147,74143,1,1,1,True,39996,9,33,32,False,1,COL1
34159,95143,4,4,7,True,60984,9,8,16,False,1,COL1
34267,76243,4,4,7,True,41976,9,5,23,False,1,COL1
34273,37243,1,1,1,True,2970,9,11,21,False,1,COL1
34367,76343,5,5,7,True,41976,9,31,12,False,-1,COL2
34469,96443,8,8,1,True,61974,9,22,21,False,-1,COL2
34549,94543,7,7,4,True,59994,9,28,8,False,1,COL1
34583,38543,5,5,7,True,3960,9,25,26,False,-1,COL2
34589,98543,2,2,4,True,63954,9,31,12,False,-1,COL2
34673,37643,5,5,7,True,2970,9,4,14,False,-1,COL2
34687,78643,1,1,1,True,43956,9,18,18,True,1,COL1
34757,75743,8,8,1,True,40986,9,14,4,False,-1,COL2
34807,70843,4,4,7,True,36036,9,27,25,False,1,COL1
34847,74843,8,8,1,True,39996,9,30,29,False,-1,COL2
34897,79843,4,4,7,True,44946,9,6,34,False,1,COL1
34919,91943,8,8,1,True,57024,9,28,35,False,-1,COL2
34963,36943,7,7,4,True,1980,9,35,17,False,1,COL1
35027,72053,8,8,1,True,37026,9,25,14,False,-1,COL2
35069,96053,5,5,7,True,60984,9,30,1,False,-1,COL2
35083,38053,1,1,1,True,2970,9,7,17,False,1,COL1
35099,99053,8,8,1,True,63954,9,23,4,False,-1,COL2
35117,71153,8,8,1,True,36036,9,4,2,False,-1,COL2
35129,92153,2,2,4,True,57024,9,16,23,False,-1,COL2
35149,94153,4,4,7,True,59004,9,36,25,False,1,COL1
35159,95153,5,5,7,True,59994,9,9,26,False,-1,COL2
35227,72253,1,1,1,True,37026,9,3,29,False,1,COL1
35257,75253,4,4,7,True,39996,9,33,32,False,1,COL1
35267,76253,5,5,7,True,40986,9,6,33,False,-1,COL2
35317,71353,1,1,1,True,36036,9,19,17,False,1,COL1
35327,72353,2,2,4,True,37026,9,29,18,False,-1,COL2
35363,36353,2,2,4,True,990,9,28,19,False,-1,COL2
35419,91453,4,4,7,True,56034,9,10,26,False,1,COL1
35437,73453,4,4,7,True,38016,9,28,8,False,1,COL1
35447,74453,5,5,7,True,39006,9,1,9,False,-1,COL2
35537,73553,5,5,7,True,38016,9,17,34,False,-1,COL2
35569,96553,1,1,1,True,60984,9,12,20,False,1,COL1
35729,92753,8,8,1,True,57024,9,24,31,False,-1,COL2
35969,96953,5,5,7,True,60984,9,5,13,False,-1,COL2
35983,38953,1,1,1,True,2970,9,19,29,False,1,COL1
35993,39953,2,2,4,True,3960,9,29,30,False,-1,COL2
36037,73063,1,1,1,True,37026,9,36,25,False,1,COL1
36097,79063,7,7,4,True,42966,9,22,31,False,1,COL1
36107,70163,8,8,1,True,34056,9,32,11,False,-1,COL2
36109,90163,1,1,1,True,54054,9,34,31,False,1,COL1
36187,78163,7,7,4,True,41976,9,1,19,False,1,COL1
36209,90263,2,2,4,True,54054,9,23,20,False,-1,COL2
36217,71263,1,1,1,True,35046,9,31,1,False,1,COL1
36269,96263,8,8,1,True,59994,9,9,26,False,-1,COL2
36277,77263,7,7,4,True,40986,9,17,7,False,1,COL1
36373,37363,4,4,7,True,990,9,2,30,False,1,COL1
36467,76463,8,8,1,True,39996,9,22,21,False,-1,COL2
36473,37463,5,5,7,True,990,9,28,19,False,-1,COL2
36479,97463,2,2,4,True,60984,9,34,5,False,-1,COL2
36599,99563,5,5,7,True,62964,9,6,33,False,-1,COL2
36607,70663,4,4,7,True,34056,9,14,30,False,1,COL1
36739,93763,1,1,1,True,57024,9,35,5,False,1,COL1
36809,90863,8,8,1,True,54054,9,31,28,False,-1,COL2
36877,77863,4,4,7,True,40986,9,25,15,False,1,COL1
36973,37963,1,1,1,True,990,9,10,1,False,1,COL1
37199,99173,2,2,4,True,61974,9,14,13,False,-1,COL2
37307,70373,2,2,4,True,33066,9,11,36,False,-1,COL2
37309,90373,4,4,7,True,53064,9,13,19,False,1,COL1
37379,97373,2,2,4,True,59994,9,9,26,False,-1,COL2
37409,90473,5,5,7,True,53064,9,2,8,False,-1,COL2
37489,98473,4,4,7,True,60984,9,8,16,False,1,COL1
37507,70573,4,4,7,True,33066,9,26,14,False,1,COL1
37547,74573,8,8,1,True,37026,9,29,18,False,-1,COL2
37549,94573,1,1,1,True,57024,9,31,1,False,1,COL1
37589,98573,5,5,7,True,60984,9,34,5,False,-1,COL2
37619,91673,8,8,1,True,54054,9,27,24,False,-1,COL2
37847,74873,2,2,4,True,37026,9,33,22,False,-1,COL2
37889,98873,8,8,1,True,60984,9,1,9,False,-1,COL2
37897,79873,7,7,4,True,41976,9,9,27,False,1,COL1
37997,79973,8,8,1,True,41976,9,35,16,False,-1,COL2
38039,93083,5,5,7,True,55044,9,3,28,False,-1,COL2
38119,91183,4,4,7,True,53064,9,9,15,False,1,COL1
38219,91283,5,5,7,True,53064,9,35,4,False,-1,COL2
38239,93283,7,7,4,True,55044,9,18,6,False,1,COL1
38287,78283,1,1,1,True,39996,9,29,28,False,1,COL1
38327,72383,5,5,7,True,34056,9,32,11,False,-1,COL2
38329,92383,7,7,4,True,54054,9,34,31,False,1,COL1
38377,77383,1,1,1,True,39006,9,8,16,False,1,COL1
38393,39383,8,8,1,True,990,9,24,15,False,-1,COL2
38449,94483,1,1,1,True,56034,9,6,22,False,1,COL1
38459,95483,2,2,4,True,57024,9,16,23,False,-1,COL2
38557,75583,1,1,1,True,37026,9,3,29,False,1,COL1
38629,92683,1,1,1,True,54054,9,1,35,False,1,COL1
38639,93683,2,2,4,True,55044,9,11,36,False,-1,COL2
38707,70783,7,7,4,True,32076,9,5,2,False,1,COL1
38737,73783,1,1,1,True,35046,9,35,5,False,1,COL1
38867,76883,5,5,7,True,38016,9,17,34,False,-1,COL2
38917,71983,1,1,1,True,33066,9,30,18,False,1,COL1
38977,77983,7,7,4,True,39006,9,16,24,False,1,COL1
38993,39983,5,5,7,True,990,9,32,23,False,-1,COL2
39047,74093,5,5,7,True,35046,9,12,19,False,-1,COL2
39119,91193,5,5,7,True,52074,9,10,25,False,-1,COL2
39157,75193,7,7,4,True,36036,9,11,9,False,1,COL1
39217,71293,4,4,7,True,32076,9,34,31,False,1,COL1
39359,95393,2,2,4,True,56034,9,28,7,False,-1,COL2
39397,79393,4,4,7,True,39996,9,29,28,False,1,COL1
39419,91493,8,8,1,True,52074,9,14,29,False,-1,COL2
39439,93493,1,1,1,True,54054,9,34,31,False,1,COL1
39709,90793,1,1,1,True,51084,9,8,32,False,1,COL1
39749,94793,5,5,7,True,55044,9,11,36,False,-1,COL2
39799,99793,1,1,1,True,59994,9,24,4,False,1,COL1
39827,72893,2,2,4,True,33066,9,15,3,False,-1,COL2
39829,92893,4,4,7,True,53064,9,17,23,False,1,COL1
39839,93893,5,5,7,True,54054,9,27,24,False,-1,COL2
39869,96893,8,8,1,True,57024,9,20,27,False,-1,COL2
39877,77893,7,7,4,True,38016,9,28,8,False,1,COL1
39887,78893,8,8,1,True,39006,9,1,9,False,-1,COL2
39929,92993,5,5,7,True,53064,9,6,12,False,-1,COL2
39989,98993,2,2,4,True,59004,9,29,18,False,-1,COL2
70009,90007,7,7,4,True,19998,9,5,23,False,1,COL1
70079,97007,5,5,7,True,26928,9,1,30,False,-1,COL2
70249,94207,4,4,7,True,23958,9,23,5,False,1,COL1
70289,98207,8,8,1,True,27918,9,26,9,False,-1,COL2
70327,72307,1,1,1,True,1980,9,27,9,False,1,COL1
70439,93407,5,5,7,True,22968,9,28,19,False,-1,COL2
70457,75407,5,5,7,True,4950,9,9,1,False,-1,COL2
70489,98407,1,1,1,True,27918,9,4,24,False,1,COL1
70529,92507,5,5,7,True,21978,9,7,7,True,-1,COL2
70589,98507,2,2,4,True,27918,9,30,13,False,-1,COL2
70639,93607,7,7,4,True,22968,9,6,34,False,1,COL1
70667,76607,8,8,1,True,5940,9,34,17,False,-1,COL2
70687,78607,1,1,1,True,7920,9,17,19,False,1,COL1
70717,71707,4,4,7,True,990,9,10,1,False,1,COL1
70729,92707,7,7,4,True,21978,9,22,22,True,1,COL1
70937,73907,8,8,1,True,2970,9,8,18,False,-1,COL2
70949,94907,2,2,4,True,23958,9,20,2,False,-1,COL2
70969,96907,4,4,7,True,25938,9,3,4,False,1,COL1
70997,79907,5,5,7,True,8910,9,31,24,False,-1,COL2
70999,99907,7,7,4,True,28908,9,33,7,False,1,COL1
71069,96017,5,5,7,True,24948,9,29,2,False,-1,COL2
71089,98017,7,7,4,True,26928,9,12,4,False,1,COL1
71209,90217,1,1,1,True,19008,9,21,11,False,1,COL1
71257,75217,4,4,7,True,3960,9,32,33,False,1,COL1
71329,92317,4,4,7,True,20988,9,30,2,False,1,COL1
71347,74317,4,4,7,True,2970,9,11,21,False,1,COL1
71359,95317,7,7,4,True,23958,9,23,5,False,1,COL1
71387,78317,8,8,1,True,6930,9,14,25,False,-1,COL2
71389,98317,1,1,1,True,26928,9,16,8,False,1,COL1
71399,99317,2,2,4,True,27918,9,26,9,False,-1,COL2
71437,73417,4,4,7,True,1980,9,27,9,False,1,COL1
71537,73517,5,5,7,True,1980,9,16,35,False,-1,COL2
71569,96517,1,1,1,True,24948,9,11,21,False,1,COL1
71789,98717,5,5,7,True,26928,9,9,1,False,-1,COL2
71899,99817,7,7,4,True,27918,9,8,28,False,1,COL1
71909,90917,8,8,1,True,19008,9,18,8,False,-1,COL2
72047,74027,2,2,4,True,1980,9,8,27,False,-1,COL2
72109,90127,1,1,1,True,18018,9,33,32,False,1,COL1
72229,92227,4,4,7,True,19998,9,5,23,False,1,COL1
72337,73327,4,4,7,True,990,9,2,30,False,1,COL1
72379,97327,1,1,1,True,24948,9,7,17,False,1,COL1
72497,79427,2,2,4,True,6930,9,14,25,False,-1,COL2
72547,74527,7,7,4,True,1980,9,27,9,False,1,COL1
72559,95527,1,1,1,True,22968,9,2,30,False,1,COL1
72577,77527,1,1,1,True,4950,9,20,12,False,1,COL1
72689,98627,5,5,7,True,25938,9,21,22,False,-1,COL2
72869,96827,5,5,7,True,23958,9,16,35,False,-1,COL2
73277,77237,8,8,1,True,3960,9,17,18,False,-1,COL2
73369,96337,1,1,1,True,22968,9,35,26,False,1,COL1
73597,79537,4,4,7,True,5940,9,4,24,False,1,COL1
73819,91837,1,1,1,True,18018,9,4,3,False,1,COL1
73849,94837,4,4,7,True,20988,9,34,6,False,1,COL1
73867,76837,4,4,7,True,2970,9,15,25,False,1,COL1
73939,93937,4,4,7,True,19998,9,13,31,False,1,COL1
74077,77047,7,7,4,True,2970,9,3,13,False,1,COL1
74167,76147,7,7,4,True,1980,9,19,1,False,1,COL1
74197,79147,1,1,1,True,4950,9,12,4,False,1,COL1
74209,90247,4,4,7,True,16038,9,24,4,False,1,COL1
74357,75347,8,8,1,True,990,9,24,15,False,-1,COL2
74377,77347,1,1,1,True,2970,9,7,17,False,1,COL1
74449,94447,1,1,1,True,19998,9,5,23,False,1,COL1
74509,90547,7,7,4,True,16038,9,28,8,False,1,COL1
74609,90647,8,8,1,True,16038,9,17,34,False,-1,COL2
74759,95747,5,5,7,True,20988,9,19,28,False,-1,COL2
74869,96847,7,7,4,True,21978,9,18,18,True,1,COL1
74897,79847,8,8,1,True,4950,9,9,1,False,-1,COL2
74959,95947,7,7,4,True,20988,9,34,6,False,1,COL1
75167,76157,8,8,1,True,990,9,20,11,False,-1,COL2
75169,96157,1,1,1,True,20988,9,22,31,False,1,COL1
75239,93257,8,8,1,True,18018,9,18,17,False,-1,COL2
75289,98257,4,4,7,True,22968,9,31,22,False,1,COL1
75329,92357,8,8,1,True,17028,9,34,5,False,-1,COL2
75539,93557,2,2,4,True,18018,9,22,21,False,-1,COL2
75577,77557,4,4,7,True,1980,9,23,5,False,1,COL1
75629,92657,2,2,4,True,17028,9,1,9,False,-1,COL2
75767,76757,5,5,7,True,990,9,28,19,False,-1,COL2
75797,79757,8,8,1,True,3960,9,21,22,False,-1,COL2
75869,96857,8,8,1,True,20988,9,19,28,False,-1,COL2
76259,95267,2,2,4,True,19008,9,2,29,False,-1,COL2
76379,97367,5,5,7,True,20988,9,11,20,False,-1,COL2
76387,78367,4,4,7,True,1980,9,19,1,False,1,COL1
76487,78467,5,5,7,True,1980,9,8,27,False,-1,COL2
76819,91867,4,4,7,True,15048,9,7,33,False,1,COL1
76829,92867,5,5,7,True,16038,9,17,34,False,-1,COL2
76919,91967,5,5,7,True,15048,9,33,22,False,-1,COL2
77029,92077,7,7,4,True,15048,9,32,21,False,1,COL1
77339,93377,2,2,4,True,16038,9,9,26,False,-1,COL2
77369,96377,5,5,7,True,19008,9,2,29,False,-1,COL2
77587,78577,7,7,4,True,990,9,35,26,False,1,COL1
77797,79777,1,1,1,True,1980,9,23,5,False,1,COL1
77899,99877,4,4,7,True,21978,9,14,14,True,1,COL1
78059,95087,2,2,4,True,17028,9,26,34,False,-1,COL2
78139,93187,1,1,1,True,15048,9,32,21,False,1,COL1
78179,97187,5,5,7,True,19008,9,35,25,False,-1,COL2
78259,95287,4,4,7,True,17028,9,4,12,False,1,COL1
78439,93487,4,4,7,True,15048,9,36,25,False,1,COL1
78569,96587,8,8,1,True,18018,9,18,17,False,-1,COL2
78649,94687,7,7,4,True,16038,9,24,4,False,1,COL1
78697,79687,1,1,1,True,990,9,35,26,False,1,COL1
78779,97787,2,2,4,True,19008,9,6,33,False,-1,COL2
78809,90887,5,5,7,True,12078,9,36,15,False,-1,COL2
78839,93887,8,8,1,True,15048,9,29,18,False,-1,COL2
78889,98887,4,4,7,True,19998,9,5,23,False,1,COL1
78929,92987,8,8,1,True,14058,9,8,6,False,-1,COL2
78979,97987,4,4,7,True,19008,9,21,11,False,1,COL1
79039,93097,1,1,1,True,14058,9,7,5,False,1,COL1
79229,92297,2,2,4,True,13068,9,12,19,False,-1,COL2
79309,90397,1,1,1,True,11088,9,18,6,False,1,COL1
79319,91397,2,2,4,True,12078,9,28,7,False,-1,COL2
79349,94397,5,5,7,True,15048,9,21,10,False,-1,COL2
79379,97397,8,8,1,True,18018,9,14,13,False,-1,COL2
79399,99397,1,1,1,True,19998,9,34,15,False,1,COL1
79549,94597,7,7,4,True,15048,9,36,25,False,1,COL1
79559,95597,8,8,1,True,16038,9,9,26,False,-1,COL2
79589,98597,2,2,4,True,19008,9,2,29,False,-1,COL2
79609,90697,4,4,7,True,11088,9,22,10,False,1,COL1
79669,96697,1,1,1,True,17028,9,8,16,False,1,COL1
79769,96797,2,2,4,True,17028,9,34,5,False,-1,COL2
79889,98897,5,5,7,True,19008,9,6,33,False,-1,COL2
79939,93997,1,1,1,True,14058,9,19,17,False,1,COL1
90019,91009,1,1,1,True,990,9,35,26,False,1,COL1
90059,95009,5,5,7,True,4950,9,1,30,False,-1,COL2
90089,98009,8,8,1,True,7920,9,31,33,False,-1,COL2
90149,94109,5,5,7,True,3960,9,17,18,False,-1,COL2
90199,99109,1,1,1,True,8910,9,30,23,False,1,COL1
90499,99409,4,4,7,True,8910,9,34,27,False,1,COL1
90679,97609,4,4,7,True,6930,9,29,3,False,1,COL1
90749,94709,2,2,4,True,3960,9,25,26,False,-1,COL2
90989,98909,8,8,1,True,7920,9,6,8,False,-1,COL2
91129,92119,4,4,7,True,990,9,35,26,False,1,COL1
91199,99119,2,2,4,True,7920,9,31,33,False,-1,COL2
91229,92219,5,5,7,True,990,9,24,15,False,-1,COL2
91249,94219,7,7,4,True,2970,9,7,17,False,1,COL1
91459,95419,1,1,1,True,3960,9,32,33,False,1,COL1
92189,98129,2,2,4,True,5940,9,22,5,False,-1,COL2
92369,96329,2,2,4,True,3960,9,17,18,False,-1,COL2
92459,95429,2,2,4,True,2970,9,33,6,False,-1,COL2
92479,97429,4,4,7,True,4950,9,16,8,False,1,COL1
92489,98429,5,5,7,True,5940,9,26,9,False,-1,COL2
92639,93629,2,2,4,True,990,9,28,19,False,-1,COL2
92779,97729,7,7,4,True,4950,9,20,12,False,1,COL1
92789,98729,8,8,1,True,5940,9,30,13,False,-1,COL2
92899,99829,1,1,1,True,6930,9,29,3,False,1,COL1
92959,95929,7,7,4,True,2970,9,15,25,False,1,COL1
93199,99139,4,4,7,True,5940,9,33,16,False,1,COL1
93559,95539,4,4,7,True,1980,9,23,5,False,1,COL1
94169,96149,2,2,4,True,1980,9,4,23,False,-1,COL2
94399,99349,7,7,4,True,4950,9,12,4,False,1,COL1
94559,95549,5,5,7,True,990,9,24,15,False,-1,COL2
94889,98849,2,2,4,True,3960,9,21,22,False,-1,COL2
95279,97259,5,5,7,True,1980,9,4,23,False,-1,COL2
95479,97459,7,7,4,True,1980,9,19,1,False,1,COL1
96179,97169,5,5,7,True,990,9,16,7,False,-1,COL2
96289,98269,7,7,4,True,1980,9,15,34,False,1,COL1
97789,98779,4,4,7,True,990,9,35,26,False,1,COL1
98299,99289,1,1,1,True,990,9,27,18,False,1,COL1
98999,99989,8,8,1,True,990,9,24,15,False,-1,COL2
100049,940001,5,5,7,True,839952,9,1,16,False,-1,COL2
100129,921001,4,4,7,True,820872,9,7,34,False,1,COL1
100183,381001,4,4,7,True,280818,9,24,12,False,1,COL1
100267,762001,7,7,4,True,661734,9,34,23,False,1,COL1
100271,172001,2,2,4,True,71730,9,1,25,False,-1,COL2
100279,972001,1,1,1,True,871722,9,9,11,False,1,COL1
100357,753001,7,7,4,True,652644,9,13,14,False,1,COL1
100379,973001,2,2,4,True,872622,9,35,12,False,-1,COL2
100411,114001,7,7,4,True,13590,9,30,4,False,1,COL1
100459,954001,1,1,1,True,853542,9,4,30,False,1,COL1
100483,384001,7,7,4,True,283518,9,28,15,False,1,COL1
100511,115001,8,8,1,True,14490,9,19,5,False,-1,COL2
100523,325001,2,2,4,True,224478,9,31,30,False,-1,COL2
100537,735001,7,7,4,True,634464,9,8,33,False,1,COL1
100547,745001,8,8,1,True,644454,9,18,6,False,-1,COL2
100621,126001,1,1,1,True,25380,9,18,16,False,1,COL1
100673,376001,8,8,1,True,275328,9,33,7,False,-1,COL2
100693,396001,1,1,1,True,295308,9,16,27,False,1,COL1
100699,996001,7,7,4,True,895302,9,22,35,False,1,COL1
100799,997001,8,8,1,True,896202,9,11,36,False,-1,COL2
100829,928001,2,2,4,True,827172,9,4,4,True,-1,COL2
100913,319001,5,5,7,True,218088,9,14,24,False,-1,COL2
100957,759001,4,4,7,True,658044,9,21,20,False,1,COL1
100987,789001,7,7,4,True,688014,9,14,13,False,1,COL1
101027,720101,2,2,4,True,619074,9,17,7,False,-1,COL2
101119,911101,4,4,7,True,809982,9,35,13,False,1,COL1
101141,141101,8,8,1,True,39960,9,20,20,True,-1,COL2
101159,951101,8,8,1,True,849942,9,1,16,False,-1,COL2
101207,702101,2,2,4,True,600894,9,12,26,False,-1,COL2
101267,762101,8,8,1,True,660834,9,35,12,False,-1,COL2
101281,182101,4,4,7,True,80820,9,12,24,False,1,COL1
101293,392101,7,7,4,True,290808,9,24,12,False,1,COL1
101323,323101,1,1,1,True,221778,9,17,17,True,1,COL1
101333,333101,2,2,4,True,231768,9,27,27,True,-1,COL2
101383,383101,7,7,4,True,281718,9,3,3,True,1,COL1
101429,924101,8,8,1,True,822672,9,12,26,False,-1,COL2
101503,305101,1,1,1,True,203598,9,12,36,False,1,COL1
101531,135101,2,2,4,True,33570,9,3,14,False,-1,COL2
101573,375101,8,8,1,True,273528,9,8,32,False,-1,COL2
101611,116101,1,1,1,True,14490,9,9,32,False,1,COL1
101627,726101,8,8,1,True,624474,9,25,13,False,-1,COL2
101653,356101,7,7,4,True,254448,9,14,13,False,1,COL1
101701,107101,1,1,1,True,5400,9,25,23,False,1,COL1
101719,917101,1,1,1,True,815382,9,6,19,False,1,COL1
101771,177101,8,8,1,True,75330,9,21,19,False,-1,COL2
101789,987101,8,8,1,True,885312,9,2,15,False,-1,COL2
101869,968101,7,7,4,True,866232,9,8,33,False,1,COL1
101873,378101,2,2,4,True,276228,9,12,35,False,-1,COL2
101917,719101,1,1,1,True,617184,9,19,6,False,1,COL1
101977,779101,7,7,4,True,677124,9,5,29,False,1,COL1
101987,789101,8,8,1,True,687114,9,15,2,False,-1,COL2
101999,999101,2,2,4,True,897102,9,27,27,True,-1,COL2
102019,910201,4,4,7,True,808182,9,10,1,False,1,COL1
102031,130201,7,7,4,True,28170,9,22,35,False,1,COL1
102043,340201,1,1,1,True,238158,9,34,23,False,1,COL1
102061,160201,1,1,1,True,58140,9,15,28,False,1,COL1
102079,970201,1,1,1,True,868122,9,33,24,False,1,COL1
102149,941201,8,8,1,True,839052,9,29,32,False,-1,COL2
102161,161201,2,2,4,True,59040,9,4,29,False,-1,COL2
102181,181201,4,4,7,True,79020,9,24,12,False,1,COL1
102197,791201,2,2,4,True,689004,9,3,30,False,-1,COL2
102199,991201,4,4,7,True,889002,9,5,8,False,1,COL1
102233,332201,2,2,4,True,229968,9,2,15,False,-1,COL2
102253,352201,4,4,7,True,249948,9,22,35,False,1,COL1
102293,392201,8,8,1,True,289908,9,25,1,False,-1,COL2
